crossover_rate;mutation_rate;Fitness;Solution Found At;Max Iterations ;Time
0.5531568254186651;0.29537271770182205;0.25;4;4;132.18253898620605
0.3973523831185277;0.32835464759264704;0.25;2;2;101.88417100906372
0.3787375349626072;0.3338492570765092;0.25;2;2;102.12092137336731
0.12065130742592811;0.4298253200043158;0.25;3;3;111.91009569168091
0.4467104596010866;0.5466057021281874;0.25;12;12;323.0261039733887
0.49718683341556086;0.5357797295816176;0.25;3;3;122.04334878921509
0.23202799781697825;0.4797799481106996;0.25;7;7;182.42542243003845
0.09885905061840011;0.6666534443399229;0.25;3;3;132.2365002632141
0.2204923417404625;0.15987830114483242;0.25;2;2;82.02398633956909
0.3713571247620209;0.8295869019494482;0.25;2;2;112.33461403846741
0.26354508377612784;0.1544283502686331;0.25;3;3;101.9314968585968
0.3505149022778165;0.31527065914425517;0.25;2;2;102.13694882392883
0.29295298845489665;0.24649404097748873;0.25;3;3;92.20235896110535
0.21568601851290642;0.31803683752561374;0.25;2;2;101.92590403556824
0.2980229420169805;0.3006070993336418;0.25;2;2;92.06050634384155
0.2980229520169805;0.3006070993336418;0.25;2;2;92.09291768074036
0.2980229420169805;0.3006071093336418;0.25;2;2;92.04134941101074
0.7176965329623182;0.0060728055273007175;0.25;3;3;92.11919236183167
0.0665245033271809;0.13576367452008065;0.25;3;3;91.97148180007935
0.489602081379281;0.053794292216483464;0.25;3;3;102.13502407073975
0.33930219580808463;0.18822731502124218;0.25;4;4;122.0247790813446
0.3676709970068465;0.32357948682712784;0.25;2;2;102.35302948951721
0.5185187010791493;0.5401700925649137;0.25;3;3;122.36132621765137
0.683800004161831;0.3734256340307916;0.25;12;12;283.2820608615875
0.5570596882679482;0.8896340040218295;0.25;11;11;353.61192893981934
0.8694988576756086;0.8569284492996528;0.25;1;1;82.13799786567688
0.17569609688303844;0.6837861744034451;0.25;6;6;202.73736476898193
0.41308031301534237;0.1313516370433931;0.25;2;2;82.05768489837646
0.7575365408887165;0.09866369041133793;0.25;5;5;142.38494205474854
0.13939418748682636;0.22830170966648533;0.25;7;7;152.28233122825623
0.9807414681777499;0.4067275860746781;0.25;4;4;142.453622341156
0.2947527355234594;0.8200395799748739;0.25;2;2;112.14574265480042
0.26270895981425635;0.9089930067576693;0.25;4;4;172.487948179245
0.6300813905421201;0.6509273600265759;0.25;2;2;102.32546782493591
0.6492846912369958;0.9651103633497797;0.25;3;3;142.43077492713928
0.9300568899896802;0.5058383972927315;0.25;6;6;192.5354208946228
0.009720982530259104;0.7085842185804234;0.25;1;1;82.15901279449463
